status,medicine_id,name,kind,existing_category_id,category_id,confidence,efficacy,pharmacology,atc,aliases,aliases_added,alias_conflicts,detail_url,reason
review_missing_efficacy,,复方氯雷他定缓释片,western,,8,0.96,,,系统用抗组胺药 | 抗组胺药的复方,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%8D%E6%96%B9%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%BC%93%E9%87%8A%E7%89%87,站点药理分类明确为抗过敏药
review_missing_efficacy,,氯雷伪麻片,western,,,0.0,,,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BC%AA%E9%BA%BB%E7%89%87,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,乳果糖口服溶液,western,,6,0.94,慢性功能性便秘。,消化系统用药 | 泻药及止泻药,轻泻药 | 渗透作用的轻泻药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E4%B9%B3%E6%9E%9C%E7%B3%96%E5%8F%A3%E6%9C%8D%E6%BA%B6%E6%B6%B2,站点分类或适应症明确为泻药通便
review_missing_efficacy,,乳果糖浓溶液,western,,,0.0,,,,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E4%B9%B3%E6%9E%9C%E7%B3%96%E6%B5%93%E6%BA%B6%E6%B6%B2,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,乳果糖溶液,western,,,0.0,,,,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E4%B9%B3%E6%9E%9C%E7%B3%96%E6%BA%B6%E6%B6%B2,站点分类无法可靠映射到项目现有类别
review_existing_alias,51,蒙脱石混悬液,western,,5,0.96,成人及儿童的急、慢性腹泻。用于食道、胃、十二指肠疾病引起的相关疼痛症状的辅助治疗，但本品不作解痉剂使用。,消化系统用药 | 泻药及止泻药,止泻药、肠道抗炎、抗感染药 | 肠道吸附药 | 其它肠道吸附药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%92%99%E8%84%B1%E7%9F%B3%E6%B7%B7%E6%82%AC%E6%B6%B2,该名称已是另一个药品的别名，未自动改写归属
review_missing_efficacy,,聚乙二醇粉剂,western,,,0.0,,,,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%81%9A%E4%B9%99%E4%BA%8C%E9%86%87%E7%B2%89%E5%89%82,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,羧甲基纤维素钠颗粒,western,,6,0.94,,,轻泻药 | 膨胀性缓泻剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%BE%A7%E7%94%B2%E5%9F%BA%E7%BA%A4%E7%BB%B4%E7%B4%A0%E9%92%A0%E9%A2%97%E7%B2%92,站点分类或适应症明确为泻药通便
review_missing_efficacy,,药用炭颗粒,western,,5,0.96,,,止泻药、肠道抗炎、抗感染药 | 肠道吸附药 | 活性炭制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%8D%AF%E7%94%A8%E7%82%AD%E9%A2%97%E7%B2%92,站点分类明确为止泻或肠道吸附药
review_missing_efficacy,,布拉氏酵母菌胶囊,western,,5,0.96,,,止泻药、肠道抗炎、抗感染药 | 止泻的微生物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%B8%83%E6%8B%89%E6%B0%8F%E9%85%B5%E6%AF%8D%E8%8F%8C%E8%83%B6%E5%9B%8A,站点分类明确为止泻或肠道吸附药
review_missing_efficacy,,葡甘聚糖粗粉,western,,,0.0,,,,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%91%A1%E7%94%98%E8%81%9A%E7%B3%96%E7%B2%97%E7%B2%89,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,硫酸镁钠钾口服用浓溶液,western,,6,0.94,,,轻泻药 | 渗透作用的轻泻药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A1%AB%E9%85%B8%E9%95%81%E9%92%A0%E9%92%BE%E5%8F%A3%E6%9C%8D%E7%94%A8%E6%B5%93%E6%BA%B6%E6%B6%B2,站点分类或适应症明确为泻药通便
review_missing_efficacy,,甘油,western,,6,0.94,,消化系统用药 | 泻药及止泻药,轻泻药 | 渗透作用的轻泻药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%94%98%E6%B2%B9,站点分类或适应症明确为泻药通便
review_missing_efficacy,,复方水杨酸樟碘溶液(Ⅰ),western,,2,0.96,,,皮肤病用抗真菌药 | 局部用抗真菌药 | 局部用其它抗真菌药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%8D%E6%96%B9%E6%B0%B4%E6%9D%A8%E9%85%B8%E6%A8%9F%E7%A2%98%E6%BA%B6%E6%B6%B2%28%E2%85%A0%29,站点药理或 ATC 分类明确为抗感染药
review_missing_efficacy,,甘油外用溶液,western,,,0.0,,,润肤药和护肤药 | 其它润肤药和护肤药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%94%98%E6%B2%B9%E5%A4%96%E7%94%A8%E6%BA%B6%E6%B6%B2,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,鞣酸苦参碱片,western,,5,0.96,用于肠炎。,消化系统用药 | 泻药及止泻药,止泻药、肠道抗炎、抗感染药 | 其它止泻药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%9E%A3%E9%85%B8%E8%8B%A6%E5%8F%82%E7%A2%B1%E7%89%87,站点分类明确为止泻或肠道吸附药
review_missing_efficacy,,聚卡波非钙颗粒,western,,6,0.94,,,轻泻药 | 膨胀性缓泻剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%81%9A%E5%8D%A1%E6%B3%A2%E9%9D%9E%E9%92%99%E9%A2%97%E7%B2%92,站点分类或适应症明确为泻药通便
review_missing_efficacy,,碱式水杨酸铋分散片,western,,5,0.96,,,止泻药、肠道抗炎、抗感染药 | 肠道吸附药 | 铋制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A2%B1%E5%BC%8F%E6%B0%B4%E6%9D%A8%E9%85%B8%E9%93%8B%E5%88%86%E6%95%A3%E7%89%87,站点分类明确为止泻或肠道吸附药
review_missing_efficacy,,碱式水杨酸铋口服混悬液,western,,5,0.96,,,止泻药、肠道抗炎、抗感染药 | 肠道吸附药 | 铋制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A2%B1%E5%BC%8F%E6%B0%B4%E6%9D%A8%E9%85%B8%E9%93%8B%E5%8F%A3%E6%9C%8D%E6%B7%B7%E6%82%AC%E6%B6%B2,站点分类明确为止泻或肠道吸附药
review_missing_efficacy,,碱式水杨酸铋咀嚼片,western,,5,0.96,,,止泻药、肠道抗炎、抗感染药 | 肠道吸附药 | 铋制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A2%B1%E5%BC%8F%E6%B0%B4%E6%9D%A8%E9%85%B8%E9%93%8B%E5%92%80%E5%9A%BC%E7%89%87,站点分类明确为止泻或肠道吸附药
review_missing_efficacy,,碱式水杨酸铋片,western,,5,0.96,,,止泻药、肠道抗炎、抗感染药 | 肠道吸附药 | 铋制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A2%B1%E5%BC%8F%E6%B0%B4%E6%9D%A8%E9%85%B8%E9%93%8B%E7%89%87,站点分类明确为止泻或肠道吸附药
review_missing_efficacy,,肠舒通栓,tcm,,6,0.94,,泻下剂 | 其它,消化系统与代谢药 | 肠道疾病相关药物,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E8%82%A0%E8%88%92%E9%80%9A%E6%A0%93,站点分类或适应症明确为泻药通便
review_missing_efficacy,,大黄流浸膏,tcm,,6,0.94,,泻下剂 | 寒下,,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E5%A4%A7%E9%BB%84%E6%B5%81%E6%B5%B8%E8%86%8F,站点分类或适应症明确为泻药通便
review_missing_efficacy,,远兴痔疮水,tcm,,15,0.95,,,心脑血管与血液系统药物 | 血管保护剂 | 治疗痔疮和肛裂的药物,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E8%BF%9C%E5%85%B4%E7%97%94%E7%96%AE%E6%B0%B4,站点分类明确为痔疮或肛肠用药
review_missing_efficacy,,痔根断片,tcm,,15,0.95,,,心脑血管与血液系统药物 | 血管保护剂 | 治疗痔疮和肛裂的药物,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E7%97%94%E6%A0%B9%E6%96%AD%E7%89%87,站点分类明确为痔疮或肛肠用药
review_missing_efficacy,,痔康舒口服液,tcm,,15,0.95,暂无数据,治疮疡剂 | 解毒消肿,心脑血管与血液系统药物 | 血管保护剂 | 治疗痔疮和肛裂的药物,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E7%97%94%E5%BA%B7%E8%88%92%E5%8F%A3%E6%9C%8D%E6%B6%B2,站点分类明确为痔疮或肛肠用药
review_missing_efficacy,,丹栀口服液,tcm,,15,0.95,,,心脑血管与血液系统药物 | 血管保护剂 | 治疗痔疮和肛裂的药物,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E4%B8%B9%E6%A0%80%E5%8F%A3%E6%9C%8D%E6%B6%B2,站点分类明确为痔疮或肛肠用药
review_unclassified,,阿伐那非片,western,,,0.0,本品适用于治疗阴茎勃起功能障碍。,激素及影响内分泌药 | 其他内分泌药,泌尿系统药物 | 勃起机能障碍用药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%98%BF%E4%BC%90%E9%82%A3%E9%9D%9E%E7%89%87,站点分类无法可靠映射到项目现有类别
review_unclassified,,螺内酯胶囊,western,,,0.0,(1)水肿性疾病：与其他利尿药合用，治疗充血性水肿、肝硬化腹水、肾性水肿等水肿性疾病，其目的在于纠正上述疾病时伴发的继发性醛固酮分泌增多，并对抗其他利尿药的排钾作用。也用于特发性水肿的治疗。(2)高血压：作为治疗高血压的辅助药物。(3)原发性醛固酮增多症：螺内醋可用于此病的诊断和治疗。(4)低钾血症的预防：与噻嗪类利尿药合用，增强利尿效应和预防低钾血症。,泌尿系统用药 | 利尿药及脱水药,利尿剂 | 醛固酮拮抗剂和其他保钾剂 | 醛甾酮拮抗药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%9E%BA%E5%86%85%E9%85%AF%E8%83%B6%E5%9B%8A,站点分类无法可靠映射到项目现有类别
review_unclassified,,螺内酯片,western,,,0.0,（1）水肿性疾病 与其他利尿药合用，治疗充血性水肿、肝硬化腹水、肾性水肿等水肿性疾病，其目的在于纠正上述疾病时伴发的继发性醛固酮分泌增多，并对抗其他利尿药的排钾作用。也用于特发性水肿的治疗。（2）高血压作为治疗高血压的辅助药物。（3）原发性醛固酮增多症螺内酯可用于此病的诊断和治疗。（4）低钾血症的预防 与噻嗪类利尿药合用，增强利尿效应和预防低钾血症。,泌尿系统用药 | 利尿药及脱水药,利尿剂 | 醛固酮拮抗剂和其他保钾剂 | 醛甾酮拮抗药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%9E%BA%E5%86%85%E9%85%AF%E7%89%87,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,氯喹那多普罗雌烯阴道片,western,,14,0.96,,,妇科用抗感染药和灭菌药 | 抗感染药和灭菌药与皮质甾体激素类的复方 | 喹啉衍生物和皮质甾体激素类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E5%96%B9%E9%82%A3%E5%A4%9A%E6%99%AE%E7%BD%97%E9%9B%8C%E7%83%AF%E9%98%B4%E9%81%93%E7%89%87,站点药理或 ATC 分类明确为妇科用药
review_missing_efficacy,,磷霉素氨丁三醇干混悬剂,western,,,0.0,,,血液代用品和灌注液 | 静脉注射液添加药物 | 其它静脉注射液添加药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A3%B7%E9%9C%89%E7%B4%A0%E6%B0%A8%E4%B8%81%E4%B8%89%E9%86%87%E5%B9%B2%E6%B7%B7%E6%82%AC%E5%89%82,站点分类无法可靠映射到项目现有类别
review_unclassified,,复方喜树碱贴片,western,,,0.0,适用于静止期的斑块状、寻常型银屑病（牛皮癣）。,皮肤科用药 | 其他皮肤科药,抗银屑病药 | 局部用治疗牛皮癣药 | 其它局部用治疗牛皮癣药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%8D%E6%96%B9%E5%96%9C%E6%A0%91%E7%A2%B1%E8%B4%B4%E7%89%87,站点分类无法可靠映射到项目现有类别
review_unclassified,,脱氧核苷酸钠片,western,,,0.0,用于急、慢性肝炎，白细胞减少症，血小板减少症及再生障碍性贫血等的辅助治疗。,免疫系统用药 | 免疫增强药,其它消化道和代谢药物 | 各种消化道产物与代谢产物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%84%B1%E6%B0%A7%E6%A0%B8%E8%8B%B7%E9%85%B8%E9%92%A0%E7%89%87,站点分类无法可靠映射到项目现有类别
review_unclassified,,盐酸托莫西汀口服溶液,western,,,0.0,本品用于治疗6岁及6岁以上儿童和青少年的注意缺陷/多动障碍(ADHD)。,治疗精神障碍药 | 其他精神药,精神兴奋药 | 精神兴奋药，用于治疗注意力缺陷多动症药和益智药 | 中心作用的拟交感神经药,择思达,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E6%89%98%E8%8E%AB%E8%A5%BF%E6%B1%80%E5%8F%A3%E6%9C%8D%E6%BA%B6%E6%B6%B2,站点分类无法可靠映射到项目现有类别
review_unclassified,,盐酸托莫西汀胶囊,western,,,0.0,盐酸托莫西汀用于治疗儿童和青少年的注意缺陷/多动障碍(ADHD)。,治疗精神障碍药 | 其他精神药,精神兴奋药 | 精神兴奋药，用于治疗注意力缺陷多动症药和益智药 | 中心作用的拟交感神经药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E6%89%98%E8%8E%AB%E8%A5%BF%E6%B1%80%E8%83%B6%E5%9B%8A,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,天麻蜜环菌粉,western,,,0.0,,,抗癫痫药 | 其它抗癫痫药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%A9%E9%BA%BB%E8%9C%9C%E7%8E%AF%E8%8F%8C%E7%B2%89,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,弹性酶片,western,,11,0.95,,,血脂调节剂 | 血脂调节剂，单方 | 其它血脂调节剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%BC%B9%E6%80%A7%E9%85%B6%E7%89%87,站点药理或 ATC 分类明确为慢性病长期用药
review_missing_efficacy,,雌酮硫酸酯哌嗪片,western,,,0.0,,,性激素和生殖系统调节药 | 雌激素类 | 雌激素类，与其它药物复方,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%9B%8C%E9%85%AE%E7%A1%AB%E9%85%B8%E9%85%AF%E5%93%8C%E5%97%AA%E7%89%87,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,鲑鱼降钙素喷雾剂,western,,9,0.94,,,钙稳态药 | 抗甲状旁腺药 | 降钙素类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%B2%91%E9%B1%BC%E9%99%8D%E9%92%99%E7%B4%A0%E5%96%B7%E9%9B%BE%E5%89%82,剂型或站点分类明确为局部外用药
review_missing_efficacy,,鲑降钙素鼻用粉雾剂,western,,,0.0,,,钙稳态药 | 抗甲状旁腺药 | 降钙素类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%B2%91%E9%99%8D%E9%92%99%E7%B4%A0%E9%BC%BB%E7%94%A8%E7%B2%89%E9%9B%BE%E5%89%82,站点分类无法可靠映射到项目现有类别
review_unclassified,,骨肽片,western,,,0.0,用于骨性关节炎；风湿、类风湿关节炎；骨折。,激素及影响内分泌药 | 钙代谢调节药及抗骨质疏松药,骨病治疗药 | 影响骨结构与其矿物质化的药物 | 其它影响骨结构与其矿物质化的药物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%AA%A8%E8%82%BD%E7%89%87,站点分类无法可靠映射到项目现有类别
review_unclassified,,硼砂甘油钾溶液,western,,,0.0,用于手、足皲裂，也可用于角化型手、足癣引起的皲裂。,皮肤科用药 | 其他皮肤科药,润肤药和护肤药 | 液膏类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A1%BC%E7%A0%82%E7%94%98%E6%B2%B9%E9%92%BE%E6%BA%B6%E6%B6%B2,站点分类无法可靠映射到项目现有类别
review_unclassified,,葡萄糖粉剂,western,,,0.0,营养辅助药，用于人体营养补充。,泌尿系统用药 | 利尿药及脱水药,一般营养药 | 其它营养 | 碳水化合物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%91%A1%E8%90%84%E7%B3%96%E7%B2%89%E5%89%82,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,硼酸冰片,western,,,0.0,,耳鼻喉科用药 | 耳部疾病用药,耳科用药 | 抗感染药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%A1%BC%E9%85%B8%E5%86%B0%E7%89%87,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,盐酸米诺环素颗粒,western,,,0.0,,,系统用抗细菌药 | 四环素类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E7%B1%B3%E8%AF%BA%E7%8E%AF%E7%B4%A0%E9%A2%97%E7%B2%92,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,盐酸米诺环素牙周缓释膜,western,,,0.0,,,口腔疾病药物 | 口腔局部治疗用抗感染药和灭菌药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E7%B1%B3%E8%AF%BA%E7%8E%AF%E7%B4%A0%E7%89%99%E5%91%A8%E7%BC%93%E9%87%8A%E8%86%9C,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,氨茶碱栓,western,,,0.0,,,阻塞性气管疾病用药 | 其它阻塞性气管病系统用药 | 黄嘌呤类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%A8%E8%8C%B6%E7%A2%B1%E6%A0%93,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,阿达帕林盐酸克林霉素复方凝胶,western,,9,0.94,,,抗痤疮药 | 局部用抗痤疮药 | 治疗痤疮用视黄醇类药物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%98%BF%E8%BE%BE%E5%B8%95%E6%9E%97%E7%9B%90%E9%85%B8%E5%85%8B%E6%9E%97%E9%9C%89%E7%B4%A0%E5%A4%8D%E6%96%B9%E5%87%9D%E8%83%B6,剂型或站点分类明确为局部外用药
review_missing_efficacy,,иҷ«иҚүе·қиҙқжӯўе’іиҢ¶,tcm,,13,0.9,,,,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E8%99%AB%E8%8D%89%E5%B7%9D%E8%B4%9D%E6%AD%A2%E5%92%B3%E8%8C%B6,站点明确收录为中成药，未命中更具体项目类别
review_missing_efficacy,,参附强心丸,tcm,,12,0.95,,补益剂 | 补阳,心脑血管与血液系统药物 | 心血管疾病治疗药,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E5%8F%82%E9%99%84%E5%BC%BA%E5%BF%83%E4%B8%B8,站点药理或 ATC 分类明确为心脑血管用药
review_missing_efficacy,,达塞布韦钠片,western,,2,0.96,,,系统用抗病毒药 | 直接作用的抗病毒药 | 治疗丙肝病毒感染的抗病毒药物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%BE%BE%E5%A1%9E%E5%B8%83%E9%9F%A6%E9%92%A0%E7%89%87,站点药理或 ATC 分类明确为抗感染药
review_missing_efficacy,,多维片(6),western,,7,0.96,,,维生素类 | 多种维生素，复方 | 多种维生素和矿物质,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%9A%E7%BB%B4%E7%89%87%286%29,站点药理或 ATC 分类明确为维生素/矿物质
review_missing_efficacy,,化瘀止痛栓,tcm,,15,0.95,暂无数据,局部用止痛剂,心脑血管与血液系统药物 | 血管保护剂 | 治疗痔疮和肛裂的药物,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E5%8C%96%E7%98%80%E6%AD%A2%E7%97%9B%E6%A0%93,站点分类明确为痔疮或肛肠用药
review_unclassified,,聚维酮碘溶液,western,,,0.0,用于化脓性皮炎、皮肤真菌感染、小面积轻度烧烫伤，也用于小面积皮肤、黏膜创口的消毒。,皮肤科用药 | 其他皮肤科药,消毒灭菌药 | 碘制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%81%9A%E7%BB%B4%E9%85%AE%E7%A2%98%E6%BA%B6%E6%B6%B2,站点分类无法可靠映射到项目现有类别
review_unclassified,,聚维酮碘含漱液,western,,,0.0,可用于口腔炎，咽喉炎，口腔溃疡，牙周炎、冠周炎等口腔疾病，也可用于口腔手术前的消毒，以及日常的口腔消毒保健。,耳鼻喉科用药 | 咽喉、口腔疾病用药,口腔疾病药物 | 口腔局部治疗用抗感染药和灭菌药,怡速欣,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%81%9A%E7%BB%B4%E9%85%AE%E7%A2%98%E5%90%AB%E6%BC%B1%E6%B6%B2,站点分类无法可靠映射到项目现有类别
review_unclassified,,聚维酮碘散,western,,,0.0,用于皮肤、黏膜的消毒。,皮肤科用药 | 其他皮肤科药,消毒灭菌药 | 碘制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%81%9A%E7%BB%B4%E9%85%AE%E7%A2%98%E6%95%A3,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,聚维酮碘软膏,western,,9,0.94,,,消毒灭菌药 | 碘制剂,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%81%9A%E7%BB%B4%E9%85%AE%E7%A2%98%E8%BD%AF%E8%86%8F,剂型或站点分类明确为局部外用药
review_missing_efficacy,,己酮可可碱缓释胶囊,western,,,0.0,,,外周血管扩张剂 | 嘌呤衍生物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%B7%B1%E9%85%AE%E5%8F%AF%E5%8F%AF%E7%A2%B1%E7%BC%93%E9%87%8A%E8%83%B6%E5%9B%8A,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,己酮可可碱肠溶胶囊,western,,,0.0,,,外周血管扩张剂 | 嘌呤衍生物,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%B7%B1%E9%85%AE%E5%8F%AF%E5%8F%AF%E7%A2%B1%E8%82%A0%E6%BA%B6%E8%83%B6%E5%9B%8A,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,甲硝唑苯甲酸酯凝胶,western,,9,0.94,,,妇科用抗感染药和灭菌药 | 抗感染药和灭菌药，与皮质甾体激素类的复方除外 | 咪唑衍生物类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%94%B2%E7%A1%9D%E5%94%91%E8%8B%AF%E7%94%B2%E9%85%B8%E9%85%AF%E5%87%9D%E8%83%B6,剂型或站点分类明确为局部外用药
review_missing_efficacy,,金龙胆草浸膏片,western,,1,0.95,,呼吸系统用药 | 祛痰药,咳嗽和感冒用药 | 止咳药和祛痰药的复方 | 其它止咳药和祛痰药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%87%91%E9%BE%99%E8%83%86%E8%8D%89%E6%B5%B8%E8%86%8F%E7%89%87,站点药理分类明确为止咳或祛痰药
review_missing_efficacy,,金龙胆草浸膏,western,,,0.0,,,,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%87%91%E9%BE%99%E8%83%86%E8%8D%89%E6%B5%B8%E8%86%8F,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,麦白霉素颗粒,western,,2,0.96,,,系统用抗细菌药 | 大环内酯类、林可酰胺类和链霉杀阳菌素类 | 大环内酯类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%BA%A6%E7%99%BD%E9%9C%89%E7%B4%A0%E9%A2%97%E7%B2%92,站点药理或 ATC 分类明确为抗感染药
review_missing_efficacy,,愈酚茶碱那敏片,western,,1,0.95,,,咳嗽和感冒用药 | 止咳药和祛痰药的复方 | 其它止咳药和祛痰药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%84%88%E9%85%9A%E8%8C%B6%E7%A2%B1%E9%82%A3%E6%95%8F%E7%89%87,站点药理分类明确为止咳或祛痰药
review_missing_efficacy,,马来酸氯苯那敏缓释小丸,western,,8,0.96,,,系统用抗组胺药 | 取代烷基胺,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%A9%AC%E6%9D%A5%E9%85%B8%E6%B0%AF%E8%8B%AF%E9%82%A3%E6%95%8F%E7%BC%93%E9%87%8A%E5%B0%8F%E4%B8%B8,站点药理分类明确为抗过敏药
review_missing_efficacy,,马来酸氯苯那敏速释小丸,western,,8,0.96,,,系统用抗组胺药 | 取代烷基胺,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%A9%AC%E6%9D%A5%E9%85%B8%E6%B0%AF%E8%8B%AF%E9%82%A3%E6%95%8F%E9%80%9F%E9%87%8A%E5%B0%8F%E4%B8%B8,站点药理分类明确为抗过敏药
review_missing_efficacy,,七味解痛口服液,tcm,,13,0.9,暂无数据,理气剂 | 其它,,,,,https://www.yao86.com/%E4%B8%AD%E6%88%90%E8%8D%AF/%E4%B8%83%E5%91%B3%E8%A7%A3%E7%97%9B%E5%8F%A3%E6%9C%8D%E6%B6%B2,站点明确收录为中成药，未命中更具体项目类别
review_unclassified,,瑞戈非尼片,western,,,0.0,1.适用于治疗既往接受过以氟尿嘧啶、奥沙利铂和伊立替康为基础的化疗，以及既往接受过或不适合接受抗VEGF治疗、抗EGFR治疗(RAS野生型)的转移性结直肠癌(mCRC)患者。2.既往接受过甲磺酸伊马替尼及苹果酸舒尼替尼治疗的局部晚期的、无法手术切除的或转移性的胃肠道间质瘤(GIST)患者。3.既往接受过索拉非尼治疗的肝细胞癌(HCC)患者。,抗肿瘤药 | 其他抗肿瘤药,抗肿瘤药 | 蛋白激酶抑制剂 | 其他蛋白激酶抑制剂,Stivarga 拜万戈,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%91%9E%E6%88%88%E9%9D%9E%E5%B0%BC%E7%89%87,站点分类无法可靠映射到项目现有类别
review_missing_efficacy,,鞣柳硼三酸散,western,,2,0.96,用于手癣、足癣。,皮肤科用药 | 皮肤抗感染药,皮肤病用抗真菌药 | 局部用抗真菌药 | 局部用其它抗真菌药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E9%9E%A3%E6%9F%B3%E7%A1%BC%E4%B8%89%E9%85%B8%E6%95%A3,站点药理或 ATC 分类明确为抗感染药
