status,medicine_id,canonical_name,raw_names,proposed_category_id,category_name,confidence,source_categories,source_pages,detail_urls,reason
imported,1892,对乙酰氨基酚口服溶液,对乙酰氨基酚口服溶液,3,止痛药,0.92,感冒发热 | 病毒性感冒 | 解热镇痛 | 牙痛 | 肌肉关节痛 | 偏头痛,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/jierezhentong/ | https://ypk.39.net/yatong/ | https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/piantoutong/,https://ypk.39.net/497672/,解热镇痛页且药名含镇痛成分/特征; 疼痛页且药名含镇痛成分/特征
already_present,,小儿氨酚烷胺颗粒,小儿氨酚烷胺颗粒,0,,0.92,感冒发热 | 病毒性感冒,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/,https://ypk.39.net/507580/,感冒页且药名含感冒特征
already_present,,复方氨酚烷胺片,复方氨酚烷胺片 | 复方氨酚烷胺片(感康),0,,0.92,感冒发热 | 病毒性感冒 | 解热镇痛 | 肌肉关节痛,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/jierezhentong/ | https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/507814/ | https://ypk.39.net/507831/,感冒页且药名含感冒特征; 解热镇痛页中出现明确感冒药名，改归感冒药
already_present,,小儿感冒颗粒,小儿感冒颗粒,0,,0.92,感冒发热 | 病毒性感冒 | 止咳祛痰,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/zhikequtan/,https://ypk.39.net/508862/,感冒页且药名含感冒特征; 止咳页中出现明确感冒药名，改归感冒药
already_present,,感冒清片,感冒清片,0,,0.92,感冒发热 | 病毒性感冒 | 止咳祛痰 | 肌肉关节痛,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/zhikequtan/ | https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/509170/,感冒页且药名含感冒特征; 止咳页中出现明确感冒药名，改归感冒药
already_present,,感冒软胶囊,感冒软胶囊,0,,0.92,感冒发热 | 病毒性感冒,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/,https://ypk.39.net/568500/,感冒页且药名含感冒特征
already_present,,感冒清热颗粒,感冒清热颗粒(无蔗糖) | 感冒清热颗粒 | 感冒清热颗粒(无蔗糖)(同仁堂),0,,0.92,感冒发热 | 病毒性感冒 | 止咳祛痰,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/zhikequtan/,https://ypk.39.net/569633/ | https://ypk.39.net/659879/,感冒页且药名含感冒特征; 止咳页中出现明确感冒药名，改归感冒药
already_present,,感冒疏风片,感冒疏风片,0,,0.92,感冒发热 | 病毒性感冒 | 肌肉关节痛,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/572137/,感冒页且药名含感冒特征
already_present,,感冒灵胶囊,感冒灵胶囊,0,,0.92,感冒发热,https://ypk.39.net/ganmao/,https://ypk.39.net/572623/,感冒页且药名含感冒特征
already_present,,感冒清热软胶囊,感冒清热软胶囊,0,,0.92,感冒发热 | 病毒性感冒,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/,https://ypk.39.net/585966/,感冒页且药名含感冒特征
review_unclassified,,氨咖黄敏胶囊,氨咖黄敏胶囊,,,0.0,感冒发热 | 病毒性感冒,https://ypk.39.net/ganmao/ | https://ypk.39.net/bingduxingganmao/,https://ypk.39.net/587645/,感冒页药名缺少明确感冒特征
review_unclassified,,板蓝根颗粒,板蓝根颗粒 | 板蓝根颗粒(白云山),,,0.0,病毒性感冒 | 扁桃体炎,https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/biantaotiyan/,https://ypk.39.net/551969/ | https://ypk.39.net/668672/,感冒页药名缺少明确感冒特征; 炎症相关页面但药名不能确认是抗感染药
review_unclassified,,夏桑菊颗粒,夏桑菊颗粒,,,0.0,病毒性感冒,https://ypk.39.net/bingduxingganmao/,https://ypk.39.net/569614/,感冒页药名缺少明确感冒特征
review_unclassified,,清开灵颗粒,清开灵颗粒 | 清开灵颗粒(白云山),,,0.0,病毒性感冒 | 扁桃体炎,https://ypk.39.net/bingduxingganmao/ | https://ypk.39.net/biantaotiyan/,https://ypk.39.net/623591/ | https://ypk.39.net/509591/,感冒页药名缺少明确感冒特征; 炎症相关页面但药名不能确认是抗感染药
review_unclassified,,复方金银花颗粒,复方金银花颗粒,,,0.0,病毒性感冒,https://ypk.39.net/bingduxingganmao/,https://ypk.39.net/761367/,感冒页药名缺少明确感冒特征
already_present,,复方感冒灵颗粒,复方感冒灵颗粒,0,,0.92,病毒性感冒,https://ypk.39.net/bingduxingganmao/,https://ypk.39.net/786890/,感冒页且药名含感冒特征
already_present,,止咳宝片,止咳宝片(特一),1,,0.92,止咳祛痰,https://ypk.39.net/zhikequtan/,https://ypk.39.net/568722/,止咳页且药名含止咳/化痰特征
already_present,,连花清瘟胶囊,连花清瘟胶囊(以岭),0,,0.92,止咳祛痰 | 解热镇痛 | 肌肉关节痛,https://ypk.39.net/zhikequtan/ | https://ypk.39.net/jierezhentong/ | https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/563759/,止咳页中出现明确感冒药名，改归感冒药; 解热镇痛页中出现明确感冒药名，改归感冒药
imported,1893,酚麻美敏片,酚麻美敏片(泰诺),0,感冒药,0.92,止咳祛痰 | 解热镇痛,https://ypk.39.net/zhikequtan/ | https://ypk.39.net/jierezhentong/,https://ypk.39.net/500728/,止咳页中出现明确感冒药名，改归感冒药; 解热镇痛页中出现明确感冒药名，改归感冒药
already_present,,氨溴特罗口服溶液,氨溴特罗口服溶液(易坦静),1,,0.92,止咳祛痰 | 小儿止咳化痰,https://ypk.39.net/zhikequtan/ | https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/507577/,止咳页且药名含止咳/化痰特征
already_present,,王氏保赤丸,王氏保赤丸(南通),5,,0.92,止咳祛痰 | 助消化 | 止泻 | 痔疮便秘便血,https://ypk.39.net/zhikequtan/ | https://ypk.39.net/zhuxiaohua/ | https://ypk.39.net/zhixie/ | https://ypk.39.net/zhichuang/,https://ypk.39.net/508793/,来源功效分类直接映射
already_present,,一清颗粒,一清颗粒(绿雨),13,,0.0,止咳祛痰 | 扁桃体炎 | 牙痛 | 痔疮便秘便血,https://ypk.39.net/zhikequtan/ | https://ypk.39.net/biantaotiyan/ | https://ypk.39.net/yatong/ | https://ypk.39.net/zhichuang/,https://ypk.39.net/659880/,人工审计按 PDF 类别边界修正
already_present,,小儿肺热咳喘口服液,小儿肺热咳喘口服液(葵花),1,,0.92,止咳祛痰 | 小儿止咳化痰,https://ypk.39.net/zhikequtan/ | https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508806/,止咳页且药名含止咳/化痰特征
review_unclassified,,百令胶囊,百令胶囊(百令),,,0.0,止咳祛痰,https://ypk.39.net/zhikequtan/,https://ypk.39.net/509345/,止咳页药名缺少止咳/化痰特征
review_unclassified,,通宣理肺丸,通宣理肺丸(同仁堂),,,0.0,止咳祛痰,https://ypk.39.net/zhikequtan/,https://ypk.39.net/509304/,止咳页药名缺少止咳/化痰特征
already_present,,小儿清肺止咳片,小儿清肺止咳片,1,,0.92,止咳祛痰,https://ypk.39.net/zhikequtan/,https://ypk.39.net/508815/,止咳页且药名含止咳/化痰特征
already_present,,治咳川贝枇杷露,治咳川贝枇杷露,1,,0.92,止咳祛痰,https://ypk.39.net/zhikequtan/,https://ypk.39.net/509349/,止咳页且药名含止咳/化痰特征
already_present,,小儿消积止咳口服液,小儿消积止咳口服液(鲁南/宁宝),1,,0.92,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508796/,止咳页且药名含止咳/化痰特征
review_unclassified,,小儿咽扁颗粒,小儿咽扁颗粒(同仁堂),,,0.0,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508841/,止咳页药名缺少止咳/化痰特征
already_present,,小儿止咳糖浆,小儿止咳糖浆(潘高寿),1,,0.92,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/509421/,止咳页且药名含止咳/化痰特征
already_present,,小儿化痰止咳颗粒,小儿化痰止咳颗粒,1,,0.92,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508830/,止咳页且药名含止咳/化痰特征
already_present,,小儿清肺化痰颗粒,小儿清肺化痰颗粒(神苗) | 小儿清肺化痰颗粒,1,,0.92,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/675944/ | https://ypk.39.net/508779/,止咳页且药名含止咳/化痰特征
already_present,,小儿咳喘灵颗粒,小儿咳喘灵颗粒(龙牡),1,,0.92,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/590726/,止咳页且药名含止咳/化痰特征
already_present,,小儿宣肺止咳颗粒,小儿宣肺止咳颗粒(健民),1,,0.92,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508795/,止咳页且药名含止咳/化痰特征
review_unclassified,,健儿清解液,健儿清解液(杨济生),,,0.0,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/589811/,止咳页药名缺少止咳/化痰特征
review_unclassified,,儿童清肺丸,儿童清肺丸,,,0.0,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508780/,止咳页药名缺少止咳/化痰特征
review_unclassified,,儿童咳液,儿童咳液,,,0.0,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508804/,止咳页药名缺少止咳/化痰特征
already_present,,小儿咳喘灵口服液,小儿咳喘灵口服液,1,,0.92,小儿止咳化痰,https://ypk.39.net/xiaoerkesou/,https://ypk.39.net/508820/,止咳页且药名含止咳/化痰特征
review_category_conflict,,阿莫西林胶囊,阿莫西林胶囊(联邦/阿莫仙),2 | 5,,0.92,扁桃体炎 | 止泻,https://ypk.39.net/biantaotiyan/ | https://ypk.39.net/zhixie/,https://ypk.39.net/507857/,"来源给出多个类别：[2, 5]"
already_present,,蒲地蓝消炎口服液,蒲地蓝消炎口服液(济川),2,,0.88,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/622325/,药名含明确抗感染成分
already_present,,阿奇霉素干混悬剂,阿奇霉素干混悬剂(希舒美),2,,0.88,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/506968/,药名含明确抗感染成分
already_present,,阿莫西林片,阿莫西林片,2,,0.88,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/498342/,药名含明确抗感染成分
review_unclassified,,清喉利咽颗粒,清喉利咽颗粒(慢严舒柠),,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/508942/,炎症相关页面但药名不能确认是抗感染药
already_present,,头孢克洛干混悬剂,头孢克洛干混悬剂(希刻劳/Ceclor),2,,0.88,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/505739/,药名含明确抗感染成分
already_present,,阿莫西林克拉维酸钾片,阿莫西林克拉维酸钾片(7:1)(金力舒),2,,0.88,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/507964/,药名含明确抗感染成分
review_unclassified,,匹多莫德颗粒剂,匹多莫德颗粒剂,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/504484/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,复方鱼腥草合剂,复方鱼腥草合剂,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/508959/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,冬凌草糖浆,冬凌草糖浆,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/509631/,炎症相关页面但药名不能确认是抗感染药
already_present,,蒲地蓝消炎片,蒲地蓝消炎片,2,,0.88,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/509642/,药名含明确抗感染成分
review_unclassified,,清开灵滴丸,清开灵滴丸,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/509698/ | https://ypk.39.net/623320/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,金莲花分散片,金莲花分散片,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/509713/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,喉疾灵胶囊,喉疾灵胶囊,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/589194/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,玉合草含片,玉合草含片,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/625159/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,维C银翘片,维C银翘片,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/625419/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,银黄含化片,银黄含化片,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/667894/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,匹多莫德颗粒,匹多莫德颗粒,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/743862/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,聚甲酚磺醛栓,聚甲酚磺醛栓,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/763494/,炎症相关页面但药名不能确认是抗感染药
review_unclassified,,银黄含化滴丸,银黄含化滴丸,,,0.0,扁桃体炎,https://ypk.39.net/biantaotiyan/,https://ypk.39.net/826370/,炎症相关页面但药名不能确认是抗感染药
already_present,,氨酚伪麻那敏片,氨酚伪麻那敏片(II)(海王银得菲),0,,0.0,解热镇痛 | 肌肉关节痛,https://ypk.39.net/jierezhentong/ | https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/497542/,人工审计按 PDF 类别边界修正
imported,1894,复方对乙酰氨基酚片,复方对乙酰氨基酚片(Ⅱ)(散列通) | 复方对乙酰氨基酚片(Ⅱ)(散利痛),3,止痛药,0.92,解热镇痛 | 牙痛 | 肌肉关节痛 | 风湿疼痛 | 偏头痛 | 痛经,https://ypk.39.net/jierezhentong/ | https://ypk.39.net/yatong/ | https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/fengshi/ | https://ypk.39.net/piantoutong/ | https://ypk.39.net/tongjing/,https://ypk.39.net/507774/ | https://ypk.39.net/507808/,解热镇痛页且药名含镇痛成分/特征; 疼痛页且药名含镇痛成分/特征; 妇科页中的通用镇痛药，改归止痛药
review_category_conflict,,布洛芬混悬液,布洛芬混悬液(美林) | 布洛芬混悬液,3 | 4,,0.92,解热镇痛 | 牙痛 | 肌肉关节痛 | 痛经,https://ypk.39.net/jierezhentong/ | https://ypk.39.net/yatong/ | https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/tongjing/,https://ypk.39.net/506348/ | https://ypk.39.net/499659/,"来源给出多个类别：[3, 4]"
already_present,,小儿氨酚黄那敏颗粒,小儿氨酚黄那敏颗粒(护彤),0,,0.88,解热镇痛,https://ypk.39.net/jierezhentong/,https://ypk.39.net/507549/,解热镇痛页中出现明确感冒药名，改归感冒药
already_present,,布洛芬缓释胶囊,布洛芬缓释胶囊(芬必得),3,,0.88,解热镇痛,https://ypk.39.net/jierezhentong/,https://ypk.39.net/712044/,解热镇痛页且药名含镇痛成分/特征
imported,1895,尼美舒利颗粒,尼美舒利颗粒(瑞芝清),3,止痛药,0.92,解热镇痛 | 肌肉关节痛 | 风湿疼痛 | 痛经,https://ypk.39.net/jierezhentong/ | https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/fengshi/ | https://ypk.39.net/tongjing/,https://ypk.39.net/505443/,解热镇痛页且药名含镇痛成分/特征; 疼痛页且药名含镇痛成分/特征; 妇科页中的通用镇痛药，改归止痛药
already_present,,对乙酰氨基酚片,对乙酰氨基酚片(扑热息痛) | 对乙酰氨基酚片,3,,0.92,解热镇痛 | 牙痛 | 肌肉关节痛 | 偏头痛 | 痛经,https://ypk.39.net/jierezhentong/ | https://ypk.39.net/yatong/ | https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/piantoutong/ | https://ypk.39.net/tongjing/,https://ypk.39.net/666510/ | https://ypk.39.net/499030/,解热镇痛页且药名含镇痛成分/特征; 疼痛页且药名含镇痛成分/特征; 妇科页中的通用镇痛药，改归止痛药
already_present,,正天丸,正天丸(999),3,,0.92,头痛头晕 | 偏头痛,https://ypk.39.net/toutongtouyun/ | https://ypk.39.net/piantoutong/,https://ypk.39.net/510016/,疼痛页且药名含镇痛成分/特征
already_present,,黄连上清丸,黄连上清丸(同仁堂) | 黄连上清丸,13,,0.0,头痛头晕 | 痔疮便秘便血,https://ypk.39.net/toutongtouyun/ | https://ypk.39.net/zhichuang/,https://ypk.39.net/509623/ | https://ypk.39.net/589272/,人工审计按 PDF 类别边界修正
already_present,,黄连上清片,黄连上清片,13,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/509632/,人工审计按 PDF 类别边界修正
already_present,,牛黄上清丸,牛黄上清丸(同仁堂),13,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/508575/,人工审计按 PDF 类别边界修正
already_present,,全天麻胶囊,全天麻胶囊(神奇) | 全天麻胶囊,3,,0.92,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/509577/ | https://ypk.39.net/623813/,疼痛页且药名含镇痛成分/特征
already_present,,眩晕宁片,眩晕宁片(三金),13,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/589588/,人工审计按 PDF 类别边界修正
already_present,,六经头痛片,六经头痛片(仁源堂),3,,0.92,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/624632/,疼痛页且药名含镇痛成分/特征
already_present,,牛黄上清片,牛黄上清片,13,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/573052/,人工审计按 PDF 类别边界修正
already_present,,通天口服液,通天口服液(太极),3,,0.92,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/509715/,疼痛页且药名含镇痛成分/特征
already_present,,天舒胶囊,天舒胶囊,3,,0.92,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/627697/,疼痛页且药名含镇痛成分/特征
review_unclassified,,益智康脑丸,益智康脑丸,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/510017/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,归元健脑片,归元健脑片,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/510141/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,复方双花片,复方双花片,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/667836/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,牛黄上清胶囊,牛黄上清胶囊,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/693991/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,孕妇金花胶囊,孕妇金花胶囊,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/696825/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,洞天长春膏,洞天长春膏,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/698611/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,复方海蛇胶囊,复方海蛇胶囊,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/809125/,疼痛相关页面但药名缺少镇痛成分/特征
imported,1896,治偏痛胶囊,治偏痛胶囊,3,止痛药,0.92,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/817781/,疼痛页且药名含镇痛成分/特征
review_unclassified,,血络通胶囊,血络通胶囊,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/863482/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,萘替芬酮康唑乳膏,萘替芬酮康唑乳膏,,,0.0,头痛头晕,https://ypk.39.net/toutongtouyun/,https://ypk.39.net/889041/,疼痛相关页面但药名缺少镇痛成分/特征
already_present,,牛黄解毒片,牛黄解毒片(同仁堂),13,,0.0,牙痛 | 痔疮便秘便血,https://ypk.39.net/yatong/ | https://ypk.39.net/zhichuang/,https://ypk.39.net/568530/,人工审计按 PDF 类别边界修正
already_present,,口腔溃疡散,口腔溃疡散(同仁堂),9,,0.0,牙痛,https://ypk.39.net/yatong/,https://ypk.39.net/509438/,人工审计按 PDF 类别边界修正
already_present,,开喉剑喷雾剂,开喉剑喷雾剂(三力),9,,0.0,牙痛,https://ypk.39.net/yatong/,https://ypk.39.net/509439/,人工审计按 PDF 类别边界修正
already_present,,独一味胶囊,独一味胶囊(独一味),3,,0.92,牙痛 | 风湿疼痛,https://ypk.39.net/yatong/ | https://ypk.39.net/fengshi/,https://ypk.39.net/509175/,疼痛页且药名含镇痛成分/特征
already_present,,新癀片,新癀片(鼎炉),3,,0.92,牙痛,https://ypk.39.net/yatong/,https://ypk.39.net/509594/,疼痛页且药名含镇痛成分/特征
already_present,,酚咖片,酚咖片(芬必得/中美史克) | 酚咖片 | 酚咖片(加合百服宁),3,,0.92,牙痛 | 偏头痛,https://ypk.39.net/yatong/ | https://ypk.39.net/piantoutong/,https://ypk.39.net/662632/ | https://ypk.39.net/501260/,疼痛页且药名含镇痛成分/特征
imported,1897,布洛芬颗粒,布洛芬颗粒,3,止痛药,0.92,牙痛,https://ypk.39.net/yatong/,https://ypk.39.net/498741/,疼痛页且药名含镇痛成分/特征
already_present,,麝香壮骨膏,麝香壮骨膏,9,,0.0,肌肉关节痛 | 风湿疼痛,https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/fengshi/,https://ypk.39.net/509776/,人工审计按 PDF 类别边界修正
review_unclassified,,颈复康颗粒,颈复康颗粒(山庄),,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/509570/,疼痛相关页面但药名缺少镇痛成分/特征
imported,1898,薏辛除湿止痛胶囊,薏辛除湿止痛胶囊(曹清华胶囊),3,止痛药,0.92,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/666036/,疼痛页且药名含镇痛成分/特征
imported,1899,消痛贴膏,消痛贴膏(奇正),3,止痛药,0.92,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/509184/,疼痛页且药名含镇痛成分/特征
review_unclassified,,复方醋酸甲羟孕酮胶囊,复方醋酸甲羟孕酮胶囊,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/500080/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,壮骨药酒,壮骨药酒,,,0.0,肌肉关节痛 | 风湿疼痛,https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/fengshi/,https://ypk.39.net/509730/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,通络开痹片,通络开痹片,,,0.0,肌肉关节痛 | 风湿疼痛,https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/fengshi/,https://ypk.39.net/509731/,疼痛相关页面但药名缺少镇痛成分/特征
imported,1900,骨痛灵酊,骨痛灵酊,3,止痛药,0.92,肌肉关节痛 | 风湿疼痛,https://ypk.39.net/jirouguanjietong/ | https://ypk.39.net/fengshi/,https://ypk.39.net/509736/,疼痛页且药名含镇痛成分/特征
review_unclassified,,重感灵片,重感灵片,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/569620/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,盐酸多奈哌齐片,盐酸多奈哌齐片,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/586196/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,骨筋丸胶囊,骨筋丸胶囊,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/588249/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,洛索洛芬钠片,洛索洛芬钠片,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/628581/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,云南白药,云南白药,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/669060/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,瘀血痹片,瘀血痹片,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/821983/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,巴氯芬片,巴氯芬片,,,0.0,肌肉关节痛,https://ypk.39.net/jirouguanjietong/,https://ypk.39.net/973086/,疼痛相关页面但药名缺少镇痛成分/特征
already_present,,腰痛宁胶囊,腰痛宁胶囊(山庄/郭晓庄),3,,0.92,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/509256/,疼痛页且药名含镇痛成分/特征
already_present,,鸿茅药酒,鸿茅药酒(鸿茅),3,,0.92,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/579647/,疼痛页且药名含镇痛成分/特征
already_present,,云南白药胶囊,云南白药胶囊(云南白药),13,,0.0,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/509191/,人工审计按 PDF 类别边界修正
already_present,,蚁参蠲痹胶囊,蚁参蠲痹胶囊(颈复康),3,,0.92,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/758566/,疼痛页且药名含镇痛成分/特征
already_present,,双氯芬酸钠肠溶片,双氯芬酸钠肠溶片(糖衣片),3,,0.92,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/507806/,疼痛页且药名含镇痛成分/特征
already_present,,天麻丸,天麻丸(同仁堂),3,,0.92,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/509755/,疼痛页且药名含镇痛成分/特征
review_unclassified,,萘普生缓释胶囊,萘普生缓释胶囊,,,0.0,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/503790/,疼痛相关页面但药名缺少镇痛成分/特征
review_unclassified,,壮骨伸筋胶囊,壮骨伸筋胶囊,,,0.0,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/509257/,疼痛相关页面但药名缺少镇痛成分/特征
imported,1901,益肾蠲痹丸,益肾蠲痹丸,3,止痛药,0.92,风湿疼痛,https://ypk.39.net/fengshi/,https://ypk.39.net/509580/,疼痛页且药名含镇痛成分/特征
already_present,,盐酸氟桂利嗪胶囊,盐酸氟桂利嗪胶囊(西比灵),3,,0.92,偏头痛,https://ypk.39.net/piantoutong/,https://ypk.39.net/496545/,疼痛页且药名含镇痛成分/特征
already_present,,天麻素片,天麻素片(天眩清),3,,0.92,偏头痛,https://ypk.39.net/piantoutong/,https://ypk.39.net/506517/,疼痛页且药名含镇痛成分/特征
already_present,,天麻素胶囊,天麻素胶囊,3,,0.92,偏头痛,https://ypk.39.net/piantoutong/,https://ypk.39.net/688513/,疼痛页且药名含镇痛成分/特征
already_present,,对乙酰氨基酚混悬滴剂,对乙酰氨基酚混悬滴剂(泰诺林),4,,0.92,偏头痛,https://ypk.39.net/piantoutong/,https://ypk.39.net/500730/,人工审计按 PDF 类别边界修正
